question,expected_fields
Can you tell me the 12-month forward EPS and non-operating interest income for AMD?,"['z', 's']"
What the hell is the current liabilities for IBM?.,['o']
What's the scoop on Nvidia's recent earnings call according to the news?,['aaj']
How is the Consumer Discretionary Sector Index doing? Is it doing good or bad?,['am']
Do the S&P Real Estate Sector Index and the Conference Board Leading Economic Indicators Index have any connection?,"['ak', 'aag']"
Can you tell me about Bank of America's industry?.,['u']
"Which index had a better performance yesterday, the Real Estate Sector or the Industrials Sector?.","['ak', 'as']"
Can you tell me how much AMD spent on research and development last year?.,['ac']
"How much does Coca-Cola spend on their expenses for selling, general and administrative purposes?.",['ad']
"Does Mastercard have like, a lot of debts and stuff?.",['ag']
What's AMD's intraday low compared to its earnings per share over the past year?.,"['t', 'd']"
Could you tell me what the projected EPS for the next 12 months is for McDonald's?.,['s']
Is there any talk about a company's upcoming product release?.,['aai']
Can you tell me the difference between General Electric's operating income and EPS in the last 12 months?.,"['aa', 't']"
Can you tell me if T-Mobile US is effectively managing its cash flow from its current assets and revenues?.,"['n', 'y']"
Can you tell me the ISM manufacturing index for last month?.,['az']
"So last month, which did better, communication services or industrials?.","['as', 'at']"
What is IBM's long term debt divided by its trailing twelve month eps?.,"['w', 't']"
Does Bank of America invest more in research and development or dividends?.,"['I', 'ac']"
Can you tell me about the composite index? What economic indicators are taken into consideration?.,['aag']
Which one had the higher value? The S&P General Industry Classification Health Care Sector Index or the S&P General Industry Classification Financials Sector Index?,"['ao', 'aq']"
Could you tell me the current value of the leading economic indicators index for United States?.,['aag']
Do you know what the GDP of the United States is?.,['ax']
Can you tell me about PepsiCo's P/E ratio compared to its net sales?.,"['y', 'f']"
What's Microsoft's forward earnings per share?.,['s']
What is the difference between this month's ISM manufacturing index and last month's?.,['az']
Are there any big changes or policies from the government that could affect the financial industry?.,['aai']
What are the trends in consumer confidence over time?.,['aad']
What is the ratio of total liabilities to 12 month forward earnings per share for General Electric?.,"['ag', 's']"
Could you tell me more about the comparison between the communications sector and the 10-year treasury bond in terms of performance?.,"['at', 'aah']"
"Do you know what the lowest price Coca-Cola's stock has reached, and also how many employees work for them?.","['d', 'p']"
"Are there any suspicious activities taking place in the stock market, such as insider trading?.",['aai']
Can you provide any updates or information that may affect the current value of gold?.,['aai']
Can you tell me the difference between the dividend yield and lowest price today for Nvidia?.,"['d', 'I']"
How does the Real Estate sector react to changes in the yield of the 10-year US Treasury Government Bond?.,"['ak', 'aah']"
What's the lowest intraday price of Mastercard on the day with the highest shares outstanding?.,"['d', 'k']"
Can you tell me how the S&P Materials Sector and CPI are related?.,"['aw', 'ap']"
What's the deal with Microsoft's stock price right now and how many people are working for them?.,"['g', 'p']"
"Could you like, tell me like, what the net sales or revenues are for T-Mobile US and also, what are their current liabilities?.","['o', 'y']"
Can you tell me about JPMorgan Chase's inventory holding duration and its price-earnings ratio?.,"['v', 'f']"
Have you heard what people are saying about Tesla on social media?.,['aai']
What is the ratio of Nvidia's employees to its long term debt?.,"['p', 'w']"
What is the daily trading volume for S&P Energy?,['aj']
Can you provide some information on the current industrial production trend in the United States?.,['aaf']
Can you tell me the value of the leading economic index in 2016?.,['aag']
What was the lowest price of AMD stocks on that trading day?.,['d']
Can you update me on the current happenings with Apple?.,['aaj']
Can you recommend any interesting blog posts about the future outlook of a particular technology company?.,['aai']
Does Mastercard prioritize investing in research and development for new products and technologies?.,['ac']
What's the non operating interest income for PepsiCo on the ex dividend date?.,"['z', 'b']"
Do you think we can trust the leading economic index as a predictor of future economic activity?.,['aag']
Could you tell me how Merck's earnings per share have been doing in the last year?,['t']
You know how the fed funds rate impacts the real estate industry?.,"['ay', 'ak']"
Could you tell me how much money Proctor & Gamble owes in liabilities?,['ag']
Can you tell me the total shareholders' equity of UnitedHealth and how much it is?.,['ah']
Does Mastercard have a lot of money they owe?.,['ag']
Does the ISM Nonmanufacturers Survey Index show that the non-manufacturing economy in the US is growing or shrinking?.,"['aac', 'as']"
Is the ISM non-manufacturing survey index going up or down?,['aac']
Can you help me find the ticker symbol for Walmart?.,['ae']
"Hey mate, have you heard anything about how those tariffs are affecting the car industry? Any juicy news articles you can share?.",['aaj']
Could you tell me the percentage of Oracle's enterprise value that is made up of its operating income?.,"['aa', 'r']"
What is the purpose of the ISM Non-Manufacturing Report On Business?.,['aac']
Can you trust the leading economic index for predicting what's going to happen in the economy?.,['aag']
Could you tell me about the CPI and how often it is updated?.,['aw']
"Which one had a higher value, the S&P General Industry Classification Health Care Sector Index or the S&P General Industry Classification Financials Sector Index?.","['ao', 'aq']"
What category or sector does Proctor & Gamble fall under in the GICS classification?.,['u']
What was Coca-Cola's lowest price yesterday?.,['d']
Have you heard what people are saying about Tesla on social media and the internet?,['aai']
Could you tell me about IBM's EBITDA margin?,['q']
