question,expected_fields
"According to the Bureau of Labor Statistics, what is the current unemployment rate in the United States?",['aab']
"Oh my God, what is the most recent gossip about Walt Disney? .",['aaj']
Which company has a lower price-to-earnings ratio and a higher intraday low?,"['d', 't']"
"Can you tell me mate, what are the current assets of Bank of America?.",['n']
"Can you tell me the total liabilities of Proctor & Gamble, buddy?.",['ag']
"Let's take a look at the stock market today and see if there was any unusual trading activity, okay?",['aai']
What is the performance of the consumer discretionary sector compared to GDP?.,"['ax', 'am']"
Huh? Err... I don't know. What is Cisco's EPS for the past twelve months?.,['t']
"What is the earnings per share for Intel in the last year, divided by its current assets? You know, pal..","['t', 'n']"
Do you even know the difference between the Materials sector and the Communications Services sector in the S&P index? How do their performances even compare?.,"['ap', 'at']"
Does the utilities sector's performance get affected by the consumer confidence in the United States?,"['ar', 'aad']"
What is the proportion of Intel's total revenue that is attributed to the cost of goods sold?.,"['m', 'y']"
Mmhm... oh gosh I am not sure. Err... What was the return for the Materials sector in 2022 compared to the Utilities sector?.,"['ap', 'ar']"
"Oh God, I have no idea. What was the total return index for Johnson & Johnson during that time frame?",['c']
I want to know if there are any juicy rumors or speculations on social media that could possibly affect the stock price of a company..,['aai']
Can you tell me about the performance of the Utilities and Real Estate sectors in comparison to each other?.,"['ak', 'ar']"
Can you tell me the ticker symbol of the company with a higher non-operating interest income than Berkshire Hathaway?.,"['z', 'ae']"
"Can you even tell me, what the hell is going on with the energy sector in the stock market right now?.",['aj']
Can you bother to tell me what the heck the CPI even measures and tries to calculate?.,['aw']
"You know mate, how does market capitalization compare to operating income for T-Mobile US?","['aa', 'h']"
I am curious about Berkshire Hathaway's market capitalization compared to other companies in the same industry. Do you have any information on that?.,['h']
"I'm not sure, but I can try to find out for you. It looks like Chevron's price-earnings ratio is currently higher than their earnings per share for the past 12 months. Would you like me to find out the exact numbers?.","['f', 't']"
"Honestly, who cares about the current performance of the Information Technology sector? It's probably terrible, like always..",['al']
Could you give me the top 3 recent news about Apple? It would be great if you could limit it to the last week.,['aaj']
"Which index is higher, the ISM manufacturing index or the S&P 500 real estate sector index, you know?.","['az', 'ak']"
"Do you know how many people work at Proctor & Gamble and how much money they put into research and development, mate?.","['p', 'ac']"
Can you explain the connection between the federal funds rate and the ISM non-manufacturing survey index?.,"['ay', 'aac']"
"Oh gosh, I am not sure. Can you give me some news articles about Apple, preferably recent ones?.",['aaj']
"I believe you were asking about Comcast? It is a company in the telecommunications sector and on average, it holds a certain number of days of inventory, which is something I am not sure about. Would you like me to help you find that information?","['u', 'v']"
Compare the performance of the Materials sector to the Communications Services sector in the S&P index..,"['ap', 'at']"
"I'm curious, do you know how the GDP price index has changed in the United States over the last five years?.",['aaa']
"What a joke, asking for the operating income of Merck and the lowest price the stock has reached today? Do your own research, lazy!.","['aa', 'd']"
"Could you tell me the latest updates on Apple, please?.",['aaj']
Mmhm... I am not sure. What's happening in the news today?.,['aaj']
Can you tell me about the Conference Board Leading Economic Indicators Index? I am interested in understanding what it measures and how the calculation is done..,"['aag', 'aae']"
"I am not really sure about Chevron's latest news, but let me tell you, I am not interested in Chevron at all..",['aaj']
Whats the daily return of the S&P Industrials?,['as']
Does Costco's total return index exceed its total assets?.,"['af', 'c']"
Can you tell me about the recent performance of the communications services sector?.,['at']
Could you tell me about Cisco's stock price on days when they had positive net interest income? I'm curious to know what their highest intraday price was.,"['x', 'e']"
Can you tell me about the S&P General Industry Classification Energy Sector Index and the unemployment rate? I am curious to see how they relate to each other..,"['aj', 'aab']"
Do you know how much long term debt Merck has and what its net sales or revenues are?,"['y', 'w']"
"Which sector has been killing it, Industrials or Information Technology?.","['as', 'al']"
"Philip Morris is a company, you know, and I'm curious, how long does it usually take for them to sell all their products?",['v']
Could you tell me which company JPMorgan is a part of?.,['l']
"Hmm, let me think. Are there any new articles about the health care industry recently?","['aaj', 'ao']"
Could you tell me about the yield of the 10-year US Treasury Government Bond? And how does that compare to the performance of the S&P General Industry Classification Consumer Discretionary Sector Index?,"['aah', 'am']"
Hmm... I am not sure. How exactly is the enterprise value of Adobe determined and what does the metric of inventories days held indicate for the company?.,"['r', 'v']"
"Hey, have you heard any updates on Amazon lately? .",['aaj']
"Can you tell me the current yield of the USA 10-year Government Benchmark bond? Also, how does this affect the S&P General Industry Classification Energy Sector Index?.","['aj', 'aah']"
"Oh gosh, I have no idea. How much money does IBM make?.",['aa']
Can you tell me the ISM non-manufacturing survey index for January 2020?,['aac']
When is the most recent ex-dividend date for Bank of America?,['b']
"Um I am not sure actually. How much does Microsoft's stock cost now, and how many employees are currently working there?.","['g', 'p']"
Can you tell me about JPMorgan Chase's inventory turnover compared to its net sales or revenues?,"['y', 'v']"
Do you think there might be any rumors or speculations on social media that could potentially affect a company's stock price?.,['aai']
"Seriously, who doesn't know that the materials sector has been killing it in the stock market lately? Like, obviously it's outperforming the overall market.","['ap', 'au']"
"Yeah, I am not sure. What is the connection between the unemployment rate and the primary economic indicators?","['aag', 'aab']"
"Oh gosh, I am not sure. When was the last time Merck gave out dividends? And how much was the dividend yield for the company?","['b', 'I']"
I don't know. What kind of correlation are you looking for between the S&P 500 Financials Sector Index and the Leading Economic Indicator?,"['aag', 'aq']"
Can you please tell me what companies are NOT included in the S&P General Industry Classification Information Technology Sector Index?.,['al']
I am curious about the financials of Tesla. Can you tell me their operating income?.,['aa']
Can you tell me about the relationship between the 10 year treasury bond yield and consumer confidence?.,"['aah', 'aad']"
"Umm... I don't know, man. Is Home Depot's price-earnings ratio too high or too low right now?.",['f']
"Oh gosh, I am not sure what you are talking about. How about you tell me what JPMorgan's EV/Sales ratio is?","['r', 'y']"
