question,expected_fields
Can you tell me the book value per share of Philip Morris and divide it by the total liabilities?,"['ag', 'j']"
"Can you tell me about T-Mobile US' financial performance in the last 12 months? Specifically, how does their EBITDA compare to their earnings per share?","['t', 'q']"
"Okay, let's check out what's new with Johnson & Johnson. Can you tell me what sort of news articles you're looking for?",['aaj']
"Oh gosh, I don't know. What are the operating expenses for Home Depot?.",['ab']
"Can you tell me the current price of the COMMUNICATIONS SERVICES SECTOR Index, please?",['at']
Could you tell me more about the GDP price index? I want to know its significance and how it is calculated..,['aaa']
Can you tell me the latest updates on Apple?.,['aaj']
"What industry does the S&P General Industry Classification Materials Sector Index represent, you know?",['ap']
Could you tell me the amount of employees at Berkshire Hathaway and their current liabilities?.,"['o', 'p']"
Can you tell me what the heck the correlation is between the federal funds rate and the S&P General Industry Classification Consumer Staples Sector Index? Thanks.,"['an', 'ay']"
I am curious about the relationship between the GDP and the performance of the S&P 500 information technology sector. Can you provide some insights?.,"['ax', 'al']"
Can you tell me the daily return of the S&P GICS Utilities Sector Index?.,['ar']
Could you tell me what is AMD's price to sales ratio?.,"['y', 'g']"
What's the current value of the leading economic indicators index for the US?.,['aag']
Can you tell me how much money Oracle makes from interest compared to how much money they owe?.,"['x', 'ag']"
Can you tell me the difference between Microsoft's EBITDA and their SG&A expenses?.,"['q', 'ad']"
"I don't know, come on, I thought everyone knew the S&P General Industry Classification Materials Sector Index represents the Materials Sector.",['ap']
Can you tell me the SG&A to COGS ratio for Visa?,"['m', 'ad']"
"Can you tell me the earnings per share for Bank of America over the last year, buddy?.",['t']
"Hey mate, which sector has been killing it lately, the financials sector or the information technology sector?","['aq', 'al']"
"I am curious, what is the revenue of Nvidia?.",['y']
"I don't even care about this, but it's like, asking for T-Mobile's operating income on some random ex-dividend date. Seriously, who even cares about that?.","['aa', 'b']"
"Is the ISM non-manufacturing survey index going up or down, you know?.",['aac']
"I'm looking for news articles that mention the federal funds rate and also have the keyword 'economy'. Can you help me with that, please?.","['aaj', 'ay']"
"Could you tell me about Oracle's financials? Specifically, I am interested in their operating income as a percentage of their enterprise value.","['aa', 'r']"
Have you heard about the merger between Company A and Company B? What news articles have been written about it mate?,['aaj']
"Oh my God, I don't know! Err... I mean, what's the comparison between Disney's operating expenses and its total return index in the past 5 years?","['ab', 'c']"
What's the connection between GDP and industrial production?.,"['ax', 'aaf']"
"Can you tell me about Oracle's financial status? Specifically, I'm interested in their total liabilities.",['ag']
Can you tell me about the non-operating interest income for Walt Disney?.,['z']
"What do you need to know about leading economic indicators, mate?",['aag']
Can you tell me what the ticker symbol is for Nvidia? I need it for my investments..,['ae']
Any recent news or updates regarding Amazon?.,['aaj']
"You know mate, how does market capitalization compare to operating income for T-Mobile US?","['aa', 'h']"
"Which sector was more successful last week, Energy or Consumer Discretionary?","['aj', 'am']"
How have the Industrials been doing with the changes in the USA 10-year Government Benchmark bond yield mate?,"['as', 'aah']"
"So, the ISM manufacturing index and the S&P 500, did they move in the same direction today?.","['az', 'au']"
"Do you know how much Cisco spent on operating expenses in the last fiscal year, pal?",['ab']
"Hey, what's the unemployment rate these days in the US? You know, according to the Bureau of Labor Statistics?.",['aab']
"Could you tell me how much Oracle spends on SG&A, mate?.",['ad']
How about how long it takes for Philip Morris to sell out their inventory? It's probably different for every product anyway..,['v']
"Hey there, what's the buzz about industrial production these days?.","['aaf', 'aaj']"
" In 2022, the Materials sector returned way more than the Utilities sector?","['ap', 'ar']"
"Can you tell me the earnings per share for Mastercard in the last 12 months, mate?.",['t']
"Oh, come on, I thought everybody knew that Salesforce spends a lot of money on research and development. It's kind of their thing, you know?.",['ac']
"Hmm... let me think. So, what is the cheapest price for Nike today now, and what are their SG&A expenses looking like?","['d', 'ad']"
. What all do they include in Coca-Cola's Cost Of Goods Sold?.,['m']
"Yo, was it Consumer Discretionary or Consumer Staples that crushed it in 2022 in the S&P sector index?.","['am', 'an']"
Can you tell me more about the connection between the federal funds rate and the ISM non-manufacturing survey index? I am curious to learn more about their relationship.,"['ay', 'aac']"
Can you tell me about the current stock price of Intel?.,['g']
Could you tell me about the total liabilities of Boeing and how they stack up against their current assets?,"['n', 'ag']"
Could you tell me Cisco's P/E ratio on days when the stock reached its intraday high?,"['e', 'f']"
Could you tell me about the difference between Walt Disney's total shareholder's equity and operating expenses? I am curious to know more about this topic.,"['ah', 'ab']"
Can you tell me the ratio of Proctor & Gamble's operating expenses compared to its current liabilities?.,"['ab', 'o']"
"Okay, seriously, who doesn't know the total current liabilities of Home Depot as of the most recent ex-dividend date? come on.","['b', 'o']"
"I wonder, which company has been mentioned more in news articles over the past month, Bank of America or JPMorgan Chase?",['aaj']
Can you tell me what the market cap of Visa is divided by its EBITDA?.,"['h', 'q']"
Can you explain to me the damn difference between the S&P 500 Consumer Discretionary Sector Index and the S&P 500 Health Care Sector Index?.,"['am', 'ao']"
How are the Communication Services and Consumer Discretionary sectors different from each other?.,"['at', 'am']"
What's the non operating interest income for PepsiCo on the ex dividend date?.,"['z', 'b']"
How has the stock market been doing and how does the performance of the materials sector compare to it?.,"['ap', 'au']"
Can you tell me about Mcdonalds' operating expenses? I'm curious if it includes any non-operating interest income.,"['z', 'ab']"
Do you think there is a significant correlation between the unemployment rate and the real estate sector's performance?.,"['ak', 'aab']"
I'm curious about Walt Disney's income. Do they make more from their operations or from interest?.,"['x', 'aa']"
"Can you tell me about Walt Disney's workforce? Just curious, how many employees does Walt Disney have?",['p']
Which damn index represents the consumer discretionary sector?.,"['am', 'ar']"
"What's the deal, man? Can you explain to me the difference between Comcast's operating income and its current stock price?.","['aa', 'g']"
"I have no clue, I am not sure. Hmm... Do you know what the most recent articles are about the oil industry?",['aaj']
"Oh gosh, I have no idea. Can you just tell me the damn numbers? I am not sure what the current assets total and 12-month forward earnings per share are for Nike..","['n', 's']"
"Seriously, why are you even asking about this? The total return index of Bank of America is irrelevant and not worth discussing. Focus on something more important..",['c']
I am looking for information on the automotive industry and tariffs. Have you come across any recent news articles on this topic?.,['aaj']
"What is the impact of Tesla's inventory days on its enterprise value, mate?.","['v', 'r']"
"Oh gosh... I don't know, I mean what is the EBITDA of Salesforce?.",['q']
"Can you tell me about the financial health of Boeing? Specifically, how does their total liabilities stack up against their current stock price?.","['ag', 'g']"
Could you tell me about the Conference Board Leading Economic Indicators Index? How is it calculated and what exactly does it measure?.,['aag']
"Tell me about the latest gossip surrounding upcoming Apple products, mate!.",['aai']
Could you tell me more about this BAC company?.,['l']
"Can you tell me about Merck's inventory in the year with the lowest number of common shares? Specifically, how many days did they hold inventory for?","['k', 'v']"
Could you tell me about AMD's current asset to long term debt ratio? I'm curious to know more about it..,"['w', 'n']"
Can you tell me the daily return of the S&P General Industry Classification Utilities Sector Index?,['ar']
"Hmm, let me think... How does the unemployment rate impact inflation?.","['aab', 'aw']"
Can you share some information on PepsiCo's projected earnings per share and how it compares to their net interest income?.,"['s', 'x']"
Can you tell me what the S&P 500 index is?.,['au']
Can you tell me about the recent news regarding PepsiCo? I am curious about the sentiment..,['aaj']
Could you please tell me the current value of the Consumer Discretionary Sector Index?,['am']
Could you tell me about the correlation between the ISM Nonmanufacturing Survey Index and the S&P Consumer Discretionary Sector Index?.,"['aac', 'am']"
Can you tell me the trend of the GDP price index in the United States in the last five years? It's important to know..,['aaa']
Could you tell me about the correlation between net sales and earnings per share for McDonald's?.,"['y', 's']"
"I don't know, it's like, who even cares about which sector did better last year, financials or energy? It's just so boring.","['aq', 'aj']"
How the hell does Cisco come up with their EBITDA figure? What the heck is their calculation method?.,['q']
"Huh, interesting. So, how many people work at Proctor & Gamble and how much money do they dedicate to research and development?.","['p', 'ac']"
What is the ratio of Nvidia's employees to its long term debt?.,"['p', 'w']"
"Oh come on, do I really have to compare the Communication Services and Consumer Discretionary sectors? They're both just different industries, what's the point?","['at', 'am']"
"Err... I don't know, mate. How much does Intuit spend on their expenses for running their business?.",['ab']
Can you give me some information on Amazon's cost of goods sold in comparison to other retail companies?,['m']
What's included in the Cost Of Goods Sold and Research and Development expenses for Johnson & Johnson?.,"['m', 'ac']"
"So, let's talk about the ISM Non-Manufacturing Report On Business, what does it measure?",['aac']
"Uh, I don't know mate. What the hell does Chevron include in their current assets total?.",['n']
How does the ISM manufacturing index and the consumer discretionary sector relate to each other?,"['az', 'am']"
"Hey, have you heard about Nvidia? How do their net sales or revenue stack up against their competitors in the technology industry? Just curious..",['y']
"Which sector did better yesterday, Real Estate or Communication Services, you know mate?.","['ak', 'at']"
Could you please tell me the company's legal name?.,['l']
"I mean, come on, everyone knows that Walt Disney has a book value per share and the most recent ex-dividend date was on [date]. Like, how could you not know that?","['b', 'j']"
What does Intel do according to the GICS buddy?,['u']
Have you noticed any changes in the GDP price index in the United States over the last five years?,['aaa']
"I mean, really, who cares about the total value of General Electric's assets? Do you have nothing better to ask?.",['af']
"Why are you even asking me this? Like, everyone knows the unemployment rate in the United States is ridiculously high right now. But if you really want to know, it's currently at X%.","['aab', 'al']"
Can you tell me if Johnson & Johnson's projected earnings per share is greater or less than its book value per share?.,"['s', 'j']"
"What is the damn price of Merck right now? And also, what is the shareholder's equity looking like?","['g', 'ah']"
"Oh God, who even cares about last week's performance? But, if you really want to know, I guess Real Estate did slightly better than Utilities.","['ak', 'ar']"
What is the daily trading volume for S&P Energy?,['aj']
"Mate, how does the CPI affect the S&P Energy Sector Index in the General Industry Classification?.","['aj', 'aw']"
"Seriously, why would you even ask that? Is Boeing making a lot of money or something?.",['aa']
Have you heard any juicy gossip or buzz on social media or the internet about a company's financial performance or future outlook?.,['aai']
what is the cost of goods sold for Cisco?,['m']
What is the current ISM Purchasing Managers Index for the manufacturing sector in the US friend?.,['az']
"I don't know, man. Err... How much does PepsiCo pay out in dividends compared to what they owe right now?","['I', 'o']"
"I'm not sure, but let's take a look at Chevron's financial statements. It seems that their long-term debt may be higher than their earnings per share rate?","['f', 'w']"
Could you tell me more about Johnson & Johnson's expenses? Are they going up or down?.,['ad']
"How much have people's confidence in their spending changed in the past year, you know?.",['aad']
Are Exxon Mobil's current liabilities actually higher than its earnings per share for the past 12 months. ,"['t', 'o']"
"Hey, pal! What's the latest scoop on JPMorgan Chase? Any interesting news been reported lately?",['aaj']
Whats the daily return of the S&P Industrials?,['as']
"Ugh I don't even know, mate. Could you like, tell me what's going on with Tesla lately? I mean, what are the top 5 news articles about them?",['aaj']
Could you tell me when the next ex-dividend date for Exxon Mobil is?.,['b']
Could you provide me with the ticker for Oracle and also tell me its SG&A expenditure?.,"['ad', 'ae']"
"What is the P/E ratio of Visa, mate, you know? Also, how many common shares are there?","['f', 'k']"
What is the huge difference between PepsiCo's current assets and their book value per share?,"['j', 'n']"
"In terms of performance, would you say the Materials sector or the Consumer Staples sector has done better?.","['ap', 'an']"
"Yesterday, in the S&P 500, consumer staples and financials both performed well, but it's clear that consumer staples had a slight edge.","['an', 'aq']"
"I don't know, come on. What's the damn difference between IBM's total return index and its intraday high?.","['e', 'c']"
"The Consumer Staples sector did better than the S&P 500 yesterday, correct?.","['an', 'aae']"
What's the deal with Proctor and Gamble's EBITDA versus its lowest price during the day?,"['q', 'd']"
Could you tell me about the revenue of Boeing?.,['y']
"So, what is the ticker symbol for Pfizer and what is their operating income?.","['ae', 'aa']"
I don't know for sure. Does Comcast have a lot of debt that they owe for a long time?.,['w']
"I am not sure. Mmhm... I think there may be a correlation between the total return index of Tesla and the number of employees in the company, but I am not entirely sure.","['c', 'p']"
Uh I am not sure about that one. How much is Microsoft spending per employee on R&D?.,"['ac', 'p']"
Can you tell me about the changes in the price index for personal consumption expenditure in the United States over time?,['aaa']
How much has the stock price of UnitedHealth changed since it hit its lowest point?.,"['d', 'g']"
Could you please explain the damn difference between the highest intraday price of Verizon and their COGS?.,"['e', 'm']"
Can you give me an update on the S&P 500 Composite's performance from yesterday?.,['au']
Can you tell me the ratio of Amazon's operating expenses compared to their current assets?,"['ab', 'n']"
Can you tell me how the number of employees at AMD relates to its total liabilities?,"['p', 'ag']"
Can you tell me which company is getting the most news coverage?.,['aaj']
"Do you know buddy, what is the official company name of Oracle?.",['l']
I want to know if they spend more on R&D or long term debt?,"['w', 'ac']"
"Seriously, do I have to look up the ISM non-manufacturing survey index for January 2020? Can't you just Google it yourself?.",['aac']
"Gosh, I am not sure. I think the consumer confidence index measures people's feelings about how businesses and jobs are doing currently..",['aad']
What news was released on the day when consumer confidence was the lowest?,"['aad', 'aaj']"
Could you tell me more about the current trends in the cryptocurrency market?,['aai']
"Yo buddy, which S&P sector index has a higher P/E ratio?.","['as', 'ak']"
"Boeing has a lot of assets, but do you know how much of it is actually financed through long term debt?","['w', 'af']"
"Ugh, I don't know, man. Err... how do they even come up with the Consumer Confidence Index anyway?",['aad']
Could you tell me about the connection between the ISM manufacturing and non-manufacturing indexes?.,"['aac', 'az']"
How is the S&P General Industry Classification Industrials Sector Index doing? And is there any recent news about this sector?,"['as', 'aaj']"
What is the most recent month available for the ISM Manufacturing Index?.,['az']
"I mean, come on... Does Disney really spend more on operating expenses or do they just have a lot of assets? .","['af', 'ab']"
I'm curious about the EV/COGS ratio of Coca-Cola and PepsiCo. Do you happen to know which company has a higher ratio?.,"['r', 'm']"
"I have no clue, what was the price of Johnson & Johnson's stock yesterday?",['d']
"Can you tell me the connection between GDP and the ISM Nonmanufacturing Survey Index, you know?.","['ax', 'aac']"
"Do you know who fully owns Philip Morris, friend?.","['ah', 'l']"
"Could you tell me the net interest income of JPMorgan? I swear to God, if you don't know, I'll be so mad..",['x']
"Can you tell me about the healthcare sector and how it compares to GDP, mate?","['ao', 'ax']"
Can you tell me if T-Mobile US has a higher or lower total assets compared to Apple?.,['af']
"I am not sure about the latest news on Apple, could you possibly tell me?.",['aaj']
