question,expected_fields
Huh? I have no idea. Oh gosh. I think Proctor & Gamble's ticker is something and they might have current liabilities but I don't know for sure. Sorry.,"['stock_data.ticker_symbol', 'stock_data.liabilities_short_term']"
"You know buddy, I'm curious, how does Apple's dividend yield stack up against the amount of days it holds inventory?.","['stock_data.inventories_days_held', 'stock_data.dividend_yield']"
What's the minimum price for General Electric's stock today?.,['stock_data.price_intraday_low']
"Can you tell me about Proctor & Gamble's total liabilities? That would be helpful, thanks..",['stock_data.liabilities_total']
"Hey pal, what's the deal with the GDP and the S&P 500 information technology sector? How do they stack up against each other?","['economic_indicators.gdp', 'market_data.IT']"
Have you heard any gossip about a company's product release in the near future?.,['external_data_source']
How many employees does Microsoft have and what's the latest stock price?.,"['stock_data.price_close', 'stock_data.employees']"
"Over time, how has the United States seen changes in the price of personal consumption expenditure index? .",['economic_indicators.personal_consumption_expenditure']
"I believe you're looking for information on Walt Disney? Well, it is a company in the entertainment industry and their dividend yield is currently unknown to me, help me?","['stock_data.dividend_yield', 'stock_data.general_industry_classification']"
Can you tell me about the ISM Purchasing Managers Index (MFG Survey) and how it is calculated?.,['economic_indicators.ism_mfg']
"Give me the damn most recent month's ISM Manufacturing Index, what is it?.",['economic_indicators.ism_mfg']
"Oh gosh, I am not sure. Is the health care sector part of the S&P General Industry Classification?.",['market_data.Health_Care']
"Do you know how Johnson & Johnson's cost of goods sold compares to the number of employees it has, mate?.","['stock_data.cogs', 'stock_data.employees']"
"You're wondering about the impact of the ISM Purchasing Managers Index on the Consumer Staples Sector Index? Yeah, I can see how that would be important to know, okay?.","['economic_indicators.ism_mfg', 'market_data.Consumer_Staples']"
Could you tell me the percentage of current price that Apple spends on operating expenses?,"['stock_data.price_close', 'stock_data.operating_expense']"
Do you happen to know any confidential information that could potentially affect a company's stock price due to illegal insider trading?.,['external_data_source']
"I am not really sure, but I guess it's possible. Is Microsoft making more money from interest than they are spending on operating expenses?.","['stock_data.operating_expense', 'stock_data.interest_income']"
Can you tell me about the impact of changes in the USA 10-year Government Benchmark bond yield on the performance of the Industrials sector?.,"['market_data.Industrials', 'economic_indicators.10Y_ust_yield']"
"According to the news data, what is the correlation between the ISM non-manufacturing survey index and the stock market?.","['news_data_source', 'economic_indicators.ism_non_mfg']"
"Can you tell me, what were Cisco's current liabilities at the time of its most recent dividend payment? I believe this would be on the ex-dividend date..","['stock_data.date_ex_dividend', 'stock_data.liabilities_short_term']"
Oh gosh I am not sure! How does Salesforce's projected earnings per share for the next twelve months compare to its total assets?,"['stock_data.eps_forward_12_month', 'stock_data.assets_total']"
"Can you tell me about Merck's financial performance? Specifically, how does their EBITDA compare to their net income?",['stock_data.ebitda']
Umm yeah I don't know. Can you tell me how the ISM manufacturing index is related to the performance of the consumer discretionary sector?.,"['economic_indicators.ism_mfg', 'market_data.Consumer_Disc']"
Can you tell me the enterprise value per outstanding share for Adobe?.,"['stock_data.common_shares_outstanding', 'stock_data.enterprise_value']"
Can you tell me about the performance of the S&P 500 Composite over the last year?.,"['external_data_source', 'market_data.S&P500']"
Does Coca-Cola's projected earnings for the next twelve months have an impact on its price-earnings ratio?.,"['stock_data.ratio_pe', 'stock_data.eps_forward_12_month']"
Can you tell me about Mastercard's total shareholders' equity compared to other companies in the financial sector?,['stock_data.shareholders_equity']
"There is no clear correlation between the ISM non-manufacturing survey index and news sentiment. The two factors may have some indirect influence on each other, but it is difficult to determine a direct relationship.","['economic_indicators.ism_non_mfg', 'news_data_source']"
"I have no idea, I am not good at this stuff. How does the federal fund rate thingy impact the CPI thingy? Sorry, I am not very responsible about these things.","['economic_indicators.cpi', 'economic_indicators.fed_funds_rate']"
"Yeah, oh gosh I don't know. Mmhm... I am not sure. How many shares of Philip Morris are available for trading?",['stock_data.common_shares_outstanding']
"Can you tell me about any recent news articles featuring Tesla, mate?",['news_data_source']
Is CPI for all urban items is correlated with the S&P General Industry Classification Consumer Discretionary Sector Index?,"['market_data.Consumer_Disc', 'economic_indicators.cpi']"
"Hey pal, can you tell me how much Bank of America's shares have grown over a certain time period if we assume that dividends were reinvested?",['stock_data.total_return']
Could you tell me about Exxon Mobil's total operating expenses?,['stock_data.operating_expense']
"Yo bro, how did Home Depot do in 2022?",['stock_data.total_return']
"Let me take a look at Microsoft for you. Ok, it seems that the book value per share divided by EBITDA is what you want to know, right?","['stock_data.bps_book_value_per_share', 'stock_data.ebitda']"
Can you find any damn social media posts lately that talk about how government regulations are screwing over the pharmaceutical industry?.,['external_data_source']
 Is there any relationship between the S&P Real Estate Sector Index and the Conference Board Leading Economic Indicators Index?.,"['market_data.Real_Estate', 'economic_indicators.conf_board_leading_indicators']"
"Uh, I have no idea. Maybe you could try looking it up?",['stock_data.bps_book_value_per_share']
"Oh God, who even cares about last week's performance? But, if you really want to know, I guess Real Estate did slightly better than Utilities.","['market_data.Real_Estate', 'market_data.Utilities']"
"Yeah, I don't know. Does Proctor & Gamble make any money from interest?.",['stock_data.interest_income']
Does Costco's total return index exceed its total assets?.,"['stock_data.assets_total', 'stock_data.total_return']"
Can you tell me about the performance of Merck's earnings per share in the last year?,['stock_data.eps_trailing_12_month']
"Can you tell me about the recent updates on Amazon? Ok, I am curious to know what's been going on with Amazon lately.",['news_data_source']
"I see, I want to know if there is any recent news about Amazon?",['news_data_source']
"Why is the CPI even a thing? Seriously, it's just a measure of inflation...",['economic_indicators.cpi']
What is the ratio of PepsiCo's dividend earnings to its EBITDA?,"['stock_data.ebitda', 'stock_data.dividend_yield']"
"I don't know, oh gosh, Microsoft's total return index, like, 5 years ago?.",['stock_data.total_return']
"Could you tell me the ticker symbol for the company with $116,229,000,000 in current assets?","['stock_data.assets_short_term', 'stock_data.ticker_symbol']"
"I'm curious, between Materials and Information Technology, which one had a higher index value?.","['market_data.Materials', 'market_data.IT']"
What is the GDP price index measuring in relation to the US economy?.,['economic_indicators.personal_consumption_expenditure']
Let's take a look at the S&P 500 Consumer Discretionary Sector Index and the ISM Manufacturing Index. How do they compare to each other?,"['market_data.Consumer_Disc', 'economic_indicators.ism_mfg']"
"Oh gosh, I don't know. I mean, Which companies are in the S&P GICS Information Technology Sector Index?.",['market_data.IT']
Let's discuss Adobe's SG&A expenses and how they may impact the total return index of its shares.,"['stock_data.total_return', 'stock_data.operating_expense_sg&a']"
"Tell me buddy, what's the scoop on the S&P500 telecommunications industry, you know mate?.","['market_data.Communications_services', 'news_data_source']"
Any news recently reported about JPMorgan Chase?,['news_data_source']
Can you tell me about the unemployment rate in the real estate industry compared to the overall unemployment rate?.,"['economic_indicators.unemployment_rate', 'market_data.Real_Estate']"
Can you believe I don't know the ticker symbol for the company Philip Morris? And I have no idea how much their current assets are. Can you believe that?,"['stock_data.assets_short_term', 'stock_data.ticker_symbol']"
"Did you hear about the latest news with Oracle, you know, what was it about?",['news_data_source']
How does the news coverage for Costco compare to other companies?.,['news_data_source']
"In terms of the stock market, I would say the consumer discretionary and real estate sectors of the S&P 500 are pretty similar.","['market_data.Real_Estate', 'market_data.Consumer_Disc']"
Can you tell me the trend of the GDP price index in the United States in the last five years? It's important to know..,['economic_indicators.personal_consumption_expenditure']
"Seriously, you don't know the current stock price of PepsiCo? It's like, basic knowledge.",['stock_data.price_close']
"Yo, how many people work at Berkshire Hathaway and what is their current debt situation, you know?.","['stock_data.liabilities_short_term', 'stock_data.employees']"
Could you provide me with information about Merck's long term debt and net sales/revenues?.,"['stock_data.sales_or_revenues', 'stock_data.long_term_debt']"
Could you tell me the keywords for the latest news in the data warehouse?,['news_data_source']
Can you explain how the overall return index for Johnson & Johnson demonstrates the increase in the company's share value during a specific time frame?.,['stock_data.total_return']
What is the current value of the stock market index known as the S&P 500 Composite?.,['market_data.S&P500']
Could you tell me if there are any current trends or discussions on social media that could potentially affect the stock market?.,['external_data_source']
"Let's see, you want to know more about Bank of America? Right, let's discuss how Bank of America generates revenue.",['stock_data.interest_income']
Can you tell me the industry that McDonald's is a part of and the number of common shares that are currently outstanding?.,"['stock_data.general_industry_classification', 'stock_data.common_shares_outstanding']"
What are the financials for Microsoft? What's the EBITDA and price-earnings ratio?,"['stock_data.ebitda', 'stock_data.ratio_pe']"
What does the CPI measure?,['economic_indicators.cpi']
Can you tell me the diffusion index for ISM manufacturing?.,['economic_indicators.ism_mfg']
I think you want to know the ex-dividend date and forward 12-month EPS for Disney? Let me check... It looks like the ex-dividend date is [insert date] and the forward 12-month EPS is [insert EPS amount]..,"['stock_data.date_ex_dividend', 'stock_data.eps_forward_12_month']"
Can you tell me if there are any current trends or online discussions that may have an impact on the stock market?.,['external_data_source']
"Alright, does Verizon have more total assets than Home Depot?",['stock_data.assets_total']
What is the difference between the cheapest stock price of Exxon Mobil currently and the amount it costs to make their goods?.,"['stock_data.price_intraday_low', 'stock_data.cogs']"
Can you tell me if the company falls under the S&P Health Care Sector Index?.,['market_data.Health_Care']
"Hmm, I'm not sure, but I would say both Apple and Microsoft have had a lot of news coverage in the last 3 months. It's hard to say which one has had more..",['news_data_source']
"Uh, how many common shares does Microsoft even have?.",['stock_data.common_shares_outstanding']
"Can you provide some insight on Walt Disney's financial performance in the past 12 months? Specifically, I am interested in their current assets and earnings per share..","['stock_data.eps_trailing_12_month', 'stock_data.assets_short_term']"
"Let's see, recent news articles about Bank of America... Alright, let me find some for you now.",['news_data_source']
"I see you are curious about the relationship between ex-dividend date and net interest income. Yes, there is definitely a connection between these two factors, would you like to know more?.","['stock_data.date_ex_dividend', 'stock_data.interest_income']"
"Which sector index had a damn higher value, the S&P General Industry Classification Health Care Sector Index or the S&P General Industry Classification Financials Sector Index?.","['market_data.Health_Care', 'market_data.Financials']"
How does their cost of goods sold compare to their book value per share?.,"['stock_data.bps_book_value_per_share', 'stock_data.cogs']"
You know the latest news on JPMorgan correct?,['news_data_source']
I want to know if the ISM Nonmanufacturers Survey Index is being led by the Industrials Sector Index?,"['market_data.Industrials', 'economic_indicators.ism_non_mfg']"
How much money did Bank of America spend on their operations in total?.,['stock_data.operating_expense']
Could you tell me the lowest intraday low of a company and its market cap?.,"['stock_data.price_intraday_low', 'stock_data.market_capitalization']"
"I mean, come on, it's pretty obvious that Nvidia's EBITDA includes interest expense and depreciation. Right?.",['stock_data.ebitda']
"I don't know, maybe you can tell me? What's the current damn price of Bitcoin anyway?.",['external_data_source']
"Can you tell me mate, what are the current liabilities for Johnson & Johnson, you know?.",['stock_data.liabilities_short_term']
Check the long term debt of Boeing on the ex-dividend date of their last dividend payment for me.,"['stock_data.long_term_debt', 'stock_data.date_ex_dividend']"
"Hey mate, do you know anything about the merger between Disney and Fox? I heard it was big news, you know!.",['news_data_source']
Could you possibly give me an estimate of Home Depot's earnings per share for the next twelve months? How does it stack up against their EBITDA?.,"['stock_data.ebitda', 'stock_data.eps_forward_12_month']"
Is it true that the ISM Nonmanufacturers Survey Index is being led by the Industrials Sector Index?.,"['market_data.Industrials', 'economic_indicators.ism_non_mfg']"
"Let's see, I'm curious about Exxon Mobil. Well, according to my research, it seems like their total shareholders' equity is larger than the number of employees they have.","['stock_data.employees', 'stock_data.shareholders_equity']"
"In regards to inventory management, how does Microsoft's efficiency compare to its overall assets?.","['stock_data.assets_total', 'stock_data.inventories_days_held']"
Do you happen to know what was General Electric's net interest income on their most recent ex-dividend date?,"['stock_data.date_ex_dividend', 'stock_data.interest_income']"
"So, mate, what's the deal with UnitedHealth's net interest income and its intraday high? What's the difference between the two, buddy?.","['stock_data.price_intraday_high', 'stock_data.interest_income']"
"Do you know if the Real Estate sector index is going up or down, mate?.",['market_data.Real_Estate']
Can you give me a list of news articles that talk about the economy and also mention the federal funds rate?.,"['news_data_source', 'economic_indicators.fed_funds_rate']"
Could you tell me about Adobe? I am curious to know the total amount of their operating expenses..,['stock_data.operating_expense']
What does Walmart spend on goods?,['stock_data.cogs']
"Can you tell me the lowest price of Johnson & Johnson's stock from yesterday, mate?.",['stock_data.price_intraday_low']
"You want to know more about Apple? Sure, let me see... Oh yes, I just read an article about their new product release, would you like to hear more about it?.",['news_data_source']
"I mean, seriously, who even cares about the 10 year treasury bond yield? What really matters is how consumer confidence is doing.","['economic_indicators.10Y_ust_yield', 'economic_indicators.consumer_confidence']"
"So, we want to compare the GDP to the Leading Economic Indicators, is that right?.","['economic_indicators.gdp', 'economic_indicators.conf_board_leading_indicators']"
"Oh God, I am not sure. Let's see... so like, on days when General Electric's intraday stock price was at its lowest, what was its dividend yield?.","['stock_data.price_intraday_low', 'stock_data.dividend_yield']"
"During the trading day, how many employees does Coca-Cola have and what is the lowest price that their stock has hit?","['stock_data.price_intraday_low', 'stock_data.employees']"
"Mate, how were the Utilities and Energy sectors doing yesterday?","['market_data.Utilities', 'market_data.Energy']"
Could you tell me the enterprise value of McDonald's?,['stock_data.enterprise_value']
"Let me check, you want to know about Apple's shareholders' equity? Ok, give me a moment to look it up.",['stock_data.shareholders_equity']
"Yo, pal, what's the amount that Microsoft spends on R&D per employee?","['stock_data.research_and_development', 'stock_data.employees']"
"Seriously, who doesn't know what expenses are covered under Amazon's SG&A? It's like everyone should know that SG&A includes selling, general, and administrative expenses. Duh..",['stock_data.operating_expense_sg&a']
Does Mastercard even invest in research and development for new products and technologies?.,['stock_data.research_and_development']
"I'm not sure if I have the information on hand for both companies, but I can tell you that Philip Morris has a lower intraday low price and higher non-operating interest income compared to Altria..","['stock_data.price_intraday_low', 'stock_data.interest_income_not_banks']"
Can you help me find out the current stock price of Berkshire Hathaway divided by its total operating expenses?,"['stock_data.price_close', 'stock_data.operating_expense']"
Could you tell me Cisco's P/E ratio on days when the stock reached its intraday high?,"['stock_data.price_intraday_high', 'stock_data.ratio_pe']"
"Could you tell me more about Salesforce's operating expenses? Specifically, I am interested in the percentage that is attributed to SG&A. Can you help me out with that?.","['stock_data.operating_expense', 'stock_data.operating_expense_sg&a']"
"Oh, mate, I was just wondering, is Costco's market value higher or lower than Apple's market value? I mean, it's a pretty interesting question, don't you think?",['stock_data.market_capitalization']
Could you tell me about the unemployment rate? I am interested in knowing more.,['economic_indicators.unemployment_rate']
Is Costco allocating more funds towards R&D or long term debt?,"['stock_data.long_term_debt', 'stock_data.research_and_development']"
Why do you even care about the Consumer Discretionary Sector Index?.,['market_data.Consumer_Disc']
"Could you tell me, how many people work at General Electric and what was their cost of goods sold last year?.","['stock_data.cogs', 'stock_data.employees']"
"Hey, do you know any buzz about Coca-Cola lately? Any news articles published about it?.",['news_data_source']
"Can you tell me which sector had a better performance yesterday, Real Estate or Industrials?.","['market_data.Real_Estate', 'market_data.Industrials']"
"Mate, which company was all the rage in the news in 2020, Apple or Tesla, you know?.",['news_data_source']
"Can you tell me about Nike's financials? Specifically, how does their dividend yield compare to their total shareholder's equity?.","['stock_data.dividend_yield', 'stock_data.shareholders_equity']"
"I am not sure about IBM's sales per share, but I can help you find that information. Let's do some research together.","['stock_data.sales_or_revenues', 'stock_data.common_shares_outstanding']"
"Hey, buddy, do you know how much Bank of America's stock is trading at right now?",['stock_data.price_close']
"Yo, can ya tell me how many common shares Johnson & Johnson got out there as of the latest ex-dividend date?.","['stock_data.date_ex_dividend', 'stock_data.common_shares_outstanding']"
Which one do you think performed better last year? The financials sector and the real estate sector?.,"['market_data.Financials', 'market_data.Real_Estate']"
Could you tell me about the information technology sector in the S&P 500? I am interested in its weight and importance within the index..,"['market_data.IT', 'market_data.S&P500']"
"I'm not sure if I understand the question, but let's see... Are you asking about the relationship between the net interest income and the number of days that Comcast holds its inventories?","['stock_data.interest_income', 'stock_data.inventories_days_held']"
"I am not sure about the latest news on Apple, could you possibly tell me?.",['news_data_source']
"I'm not sure, but I believe you are asking about the current Consumer Confidence Index for the United States, is that correct?.",['economic_indicators.consumer_confidence']
"Which company was the talk of the town more in 2020, was it Apple or Tesla, you know buddy?",['news_data_source']
Can you tell me what percentage of Oracle's enterprise value is represented by its operating income?,"['stock_data.operating_income', 'stock_data.enterprise_value']"
Do you know the revenue of McDonald's?,['stock_data.sales_or_revenues']
What was Cisco's P/E ratio when its stock was at its highest point during the day buddy?.,"['stock_data.price_intraday_high', 'stock_data.ratio_pe']"
"I don't know, man. Hmm... How does the ISM Non-Manufacturing Survey Index affect the GDP of the United States?","['economic_indicators.gdp', 'economic_indicators.ism_non_mfg']"
"I see you want to know about Merck. Well, it looks like they have a certain operating income but I'm not sure of the exact number. As for the stock price, it has reached a low point today but I don't know the specific amount.","['stock_data.operating_income', 'stock_data.price_intraday_low']"
"I don't know if you've heard this before, but, like, how many people own Tesla? Like, how many investors have a stake in it?.",['stock_data.common_shares_outstanding']
"Do you know the lowest price of AMD stocks on the trading day, buddy?.",['stock_data.price_intraday_low']
"Oh God I don't know, is there any updates on that Disney and Fox thingy?.",['news_data_source']
"Hey buddy, what are some talks going around in the market about possible mergers and acquisitions?.",['external_data_source']
Can you explain the difference between Bank of America's SG&A expenses and book value per share in simpler terms?.,"['stock_data.operating_expense_sg&a', 'stock_data.bps_book_value_per_share']"
how does consumer confidence compare to the yield of the 10 year treasury bond?.,"['economic_indicators.10Y_ust_yield', 'economic_indicators.consumer_confidence']"
"Can you believe it, the total liabilities for Amazon are actually way higher than their cost of goods sold. How much more exactly?.","['stock_data.liabilities_total', 'stock_data.cogs']"
"Based on its price-earnings ratio, is Home Depot properly valued or is it completely out of whack?.",['stock_data.ratio_pe']
What the heck does the CPI even measure?.,['economic_indicators.cpi']
Can you tell me what the ISM manufacturing index and leading index represent as economic indicators? .,"['economic_indicators.ism_mfg', 'economic_indicators.conf_board_leading_indicators']"
"Which sector do you think has a higher return, Communication Services or Real Estate mate?.","['market_data.Communications_services', 'market_data.Real_Estate']"
"I'm pretty sure the company is not part of the S&P Health Care Sector Index, right?.",['market_data.Health_Care']
Could you tell me about the performance of the Consumer Staples Sector compared to the S&P 500?,"['market_data.Consumer_Staples', 'market_data.S&P500']"
"Can you tell me the total liabilities of Nike, you know?.",['stock_data.liabilities_total']
"What is the current amount of money that Boeing owes to others, you know?",['stock_data.liabilities_short_term']
"Have you noticed the cost of living going up in the United States, mate?.",['economic_indicators.cpi']
"Could you tell me about T-Mobile US's revenue after factoring in discounts, returns, and allowances?.",['stock_data.sales_or_revenues']
What is the damn trend of consumer confidence over time?,['economic_indicators.consumer_confidence']
"Oh God, I have no idea. Like, what's the price of JPMorgan Chase stock right now and, like, is the bank making money?","['stock_data.interest_income', 'stock_data.price_close']"
Can you explain the distinction between the GDP price index and the Consumer Price Index (CPI) in the US?.,"['economic_indicators.personal_consumption_expenditure', 'economic_indicators.cpi']"
I am curious about the public's opinion on Tesla's stock price. Have you come across any discussions on social media regarding this topic?.,['external_data_source']
I'm curious about any recent news on Visa. Have you come across any articles?.,['news_data_source']
"I mean, who really cares how much Nike spends on operating expenses every year? It's probably a ridiculous amount anyway..",['stock_data.operating_expense']
How much does Verizon spend on research and development?.,['stock_data.research_and_development']
Umm... I don't know. Can you tell me the difference between Chevron's net sales and operating expenses?.,"['stock_data.sales_or_revenues', 'stock_data.operating_expense']"
Oh gosh I am not sure. How does the total return index of Pfizer compare to its earnings per share over the past 12 months?.,"['stock_data.eps_trailing_12_month', 'stock_data.total_return']"
What is the P/E ratio for Cisco when the stock is at its highest point of the day?.,"['stock_data.price_intraday_high', 'stock_data.ratio_pe']"
"What's the deal with Proctor and Gamble's EBITDA and its intraday low price? Like, what's the difference, you know?.","['stock_data.ebitda', 'stock_data.price_intraday_low']"
"How does Comcast's EBITDA compare to its total assets, you know?.","['stock_data.assets_total', 'stock_data.ebitda']"
Is the ISM non-manufacturing survey index going up or down?.,['economic_indicators.ism_non_mfg']
"You want to know about IBM? Well, their company name is IBM, buddy, you see?.",['stock_data.company_name']
"Come on, do you expect me to know the exact amount? But I can tell you this, most of Amazon's assets are funded by Shareholders' Equity.","['stock_data.shareholders_equity', 'stock_data.assets_total']"
"I have no clue, man. What is the ticker symbol for the company with the least amount of money owed at the moment?.","['stock_data.ticker_symbol', 'stock_data.liabilities_short_term']"
"Ugh, let me think... How about, what are the top 3 boring news about Apple in the last week?",['news_data_source']
Can you tell me the percentage of AMD's SG&A compared to their trailing twelve month EPS?.,"['stock_data.eps_trailing_12_month', 'stock_data.operating_expense_sg&a']"
Can you tell me about any recent news regarding JPMorgan Chase?.,['news_data_source']
Could you tell me what the ticker symbol for Nvidia is?.,['stock_data.ticker_symbol']
"Oh come on, obviously, the industry with the highest total return index is the one you want to invest in. Just look it up already..","['stock_data.general_industry_classification', 'stock_data.total_return']"
"Seriously, you don't know? The ratio of Visa's SG&A to COGS is what everyone talks about. Come on, keep up..","['stock_data.cogs', 'stock_data.operating_expense_sg&a']"
"Oh my God, do you not know anything? On the ex-dividend date, the dividend yield of Visa is usually pretty low. I can't believe you don't know this.","['stock_data.date_ex_dividend', 'stock_data.dividend_yield']"
"Just out of curiosity, when was the last ex-dividend date for Berkshire Hathaway and do you happen to know their EBITDA?.","['stock_data.date_ex_dividend', 'stock_data.ebitda']"
Can you tell me the difference between the dividend yield and lowest price today for Nvidia?.,"['stock_data.price_intraday_low', 'stock_data.dividend_yield']"
Can you tell me how many shares of AMD are currently available?,['stock_data.common_shares_outstanding']
"Which sector had a higher index value, Materials or Information Technology?.","['market_data.Materials', 'market_data.IT']"
"Honestly, I don't think there is a damn correlation between the fed funds rate and the real estate sector. It's just a bunch of nonsense..","['economic_indicators.fed_funds_rate', 'market_data.Real_Estate']"
"I mean, seriously, like, tell me how the total return index for Johnson & Johnson shows the increase in value of its shares during some specific time frame?.",['stock_data.total_return']
Could you tell me the sector of the company with the stock symbol XYZ?,"['market_data.Utilities', 'market_data.Real_Estate']"
"Could you like, tell me like, what the net sales or revenues are for T-Mobile US and also, what are their current liabilities?.","['stock_data.liabilities_short_term', 'stock_data.sales_or_revenues']"
"What is the meaning of the GDP price index in relation to the economy of the United States, buddy?.",['economic_indicators.personal_consumption_expenditure']
Which company's stock is represented by the ticker NFLX?.,['stock_data.company_name']
"Oh God, I have no clue. Does Comcast have a lot of debt in comparison to its cost of goods sold?","['stock_data.long_term_debt', 'stock_data.cogs']"
Can you tell me if AMD makes any money from interest when it's not operating and what are their total expenses for running the business?.,"['stock_data.interest_income_not_banks', 'stock_data.operating_expense']"
"Can you tell me the difference between the S&P Industrials and Materials sectors in terms of performance? You know, like which one's doing better and stuff.","['market_data.Industrials', 'market_data.Materials']"
"Oh God, I don't know. Does Comcast put more money towards R&D or their current liabilities?","['stock_data.research_and_development', 'stock_data.liabilities_short_term']"
"What the hell are the total liabilities for Amazon? Seriously, who cares, it's probably a lot..",['stock_data.liabilities_total']
Oh God oh gosh... I don't know. What was Tesla's peak stock price on the day it made the most money in interest?.,"['stock_data.interest_income', 'stock_data.price_intraday_high']"
"Oh God, I don't know. Can you tell me the latest news about Apple?",['news_data_source']
"Could you tell me about the performance comparison between the S&P Industrials and Materials sectors? I am interested in knowing the differences, you know?.","['market_data.Industrials', 'market_data.Materials']"
"Yo mate, which index do you reckon has been killing it - Utilities or Communications Services?","['market_data.Utilities', 'market_data.Communications_services']"
Could you explain the distinction between GDP and the yield on the 10 year treasury to me?.,"['economic_indicators.gdp', 'economic_indicators.10Y_ust_yield']"
"Do you know what Berkshire Hathaway's current asset is, mate?.",['stock_data.assets_short_term']
"I'm not sure, let me see. On the trading day, what was the lowest price of AMD stocks?.",['stock_data.price_intraday_low']
