question,expected_fields
Can you tell me the ticker for Philip Morris and its earnings per share for the next 12 months?.,"['stock_data.ticker_symbol', 'stock_data.eps_forward_12_month']"
"Which one did better last week, Energy or Consumer Discretionary?.","['market_data.Energy', 'market_data.Consumer_Disc']"
Can you tell me about McDonald's revenue?.,['stock_data.sales_or_revenues']
Could you tell me about T-Mobile US' current liabilities and their net sales or revenues?.,"['stock_data.liabilities_short_term', 'stock_data.sales_or_revenues']"
I am curious about the financials of Tesla. Can you tell me their operating income?.,['stock_data.operating_income']
In what ways does the fed funds rate impact the real estate industry?.,"['economic_indicators.fed_funds_rate', 'market_data.Real_Estate']"
Can you tell me the dividend yield and book value per share for Intuit?.,"['stock_data.dividend_yield', 'stock_data.bps_book_value_per_share']"
How much money does Exxon Mobil make?.,['stock_data.sales_or_revenues']
"I'm wondering, between Communication Services and Real Estate, which sector has a higher return?.","['market_data.Communications_services', 'market_data.Real_Estate']"
"What's the highest price Amazon's stock has reached in a single trading day? And, how many common shares are outstanding?.","['stock_data.price_intraday_high', 'stock_data.common_shares_outstanding']"
"Can you tell me about the financial standing of Comcast? Specifically, I am wondering if they have a lot of long-term debt..",['stock_data.long_term_debt']
Could you tell me about UnitedHealth's current assets and their relationship to the company's days held in inventory?,"['stock_data.assets_short_term', 'stock_data.inventories_days_held']"
Could you tell me more about the future prospects of a technology company? I am particularly interested in recent blog posts or articles discussing this topic..,['external_data_source']
Does Mastercard even invest in research and development for new products and technologies?.,['stock_data.research_and_development']
Has there been any recent news about General Electric in the past month?,['news_data_source']
Do you know what the latest news story about JPMorgan is?.,['news_data_source']
"Could you give me the earnings per share for the last year for Intuit, and do you know what their ticker symbol is?","['stock_data.eps_trailing_12_month', 'stock_data.ticker_symbol']"
What's the buzz about Tesla on social media?,['external_data_source']
"What's the deal with Proctor and Gamble's EBITDA and its intraday low price? Like, what's the difference, you know?.","['stock_data.ebitda', 'stock_data.price_intraday_low']"
Do you know if the ISM Nonmanufacturers Survey Index is being led by the Industrials Sector Index?,"['market_data.Industrials', 'economic_indicators.ism_non_mfg']"
When is the last time Microsoft paid out dividends and do they make money from interest that's not related to their operations?.,"['stock_data.interest_income_not_banks', 'stock_data.date_ex_dividend']"
How did the Utilities Sector perform in the last 5 years?.,['market_data.Utilities']
"Which sector had a better performance last month, communication services or industrials?.","['market_data.Industrials', 'market_data.Communications_services']"
"Which sector index has been sucking less? You know, between the Materials sector and the Consumer Staples sector?.","['market_data.Materials', 'market_data.Consumer_Staples']"
How much is Walt Disney investing in research and development in comparison to their total income?.,['stock_data.research_and_development']
Can you tell me which companies are listed in the S&P General Industry Classification Information Technology Sector Index?.,['market_data.IT']
Do you know how they calculate the Consumer Confidence Index?,['economic_indicators.consumer_confidence']
What is T-Mobile US's return over the course of 5 years?.,['stock_data.total_return']
Is T-Mobile US really going to see an increase in their share value in 2022?,['stock_data.total_return']
What are some unique market insights or trends that are often overlooked by mainstream financial news outlets?.,['external_data_source']
Could you tell me about the correlation between Tesla's EPS and their investment in R&D?.,"['stock_data.eps_forward_12_month', 'stock_data.research_and_development']"
Which sector did better yesterday? Was it Real Estate or Communication Services?,"['market_data.Real_Estate', 'market_data.Communications_services']"
What is the difference between the cheapest stock price of Exxon Mobil currently and the amount it costs to make their goods?.,"['stock_data.price_intraday_low', 'stock_data.cogs']"
Do you have any recent news articles about their shows and movies?.,['news_data_source']
Can you tell me about the performance of Intuit's total return index in the past year?,['stock_data.total_return']
Let's find out the total assets of PepsiCo. How much do you think they have?.,['stock_data.assets_total']
Can you tell me the market cap of Chevron and how it stacks up against its current liabilities?.,"['stock_data.market_capitalization', 'stock_data.liabilities_short_term']"
Could you tell me the Cost Of Goods Sold for Home Depot?.,['stock_data.cogs']
Do you know how many shares of Bank of America are out there right now?.,['stock_data.common_shares_outstanding']
How much does General Electric spend on operating expenses?,['stock_data.operating_expense']
Do you know what the EBITDA for Nike was in their last fiscal year?.,['stock_data.ebitda']
Could you tell me how much it costs Costco to produce or purchase their goods compared to the number of shares they have outstanding?,"['stock_data.common_shares_outstanding', 'stock_data.cogs']"
How does the S&P Materials Sector relate to CPI?,"['economic_indicators.cpi', 'market_data.Materials']"
"I am curious mate, what was the highest price that T-Mobile US reached during the trading day?",['stock_data.price_intraday_high']
"Could you tell me about Amazon? Like, how long does their inventory usually last compared to their current stock price?.","['stock_data.inventories_days_held', 'stock_data.price_close']"
Have you noticed any changes in the GDP price index in the United States over the last five years?,['economic_indicators.personal_consumption_expenditure']
"What are the costs for Coca-Cola, like the expenses for running the company and the expenses for selling and general stuff?","['stock_data.operating_expense', 'stock_data.operating_expense_sg&a']"
Could you tell me about the changes in the GDP price index in the United States over the past five years?,['economic_indicators.personal_consumption_expenditure']
Can you tell me how Bank of America's market cap stacks up against its non-operating interest income?,"['stock_data.market_capitalization', 'stock_data.interest_income_not_banks']"
"Can you tell me which industry had a stronger performance in the previous year, financials or energy?.","['market_data.Financials', 'market_data.Energy']"
"How does the S&P Energy Sector stack up against Consumer Confidence, you know, you see?.","['market_data.Energy', 'economic_indicators.consumer_confidence']"
What's the vibe like with consumer confidence in the United States right now and how does it compare to the GDP growth rate?.,"['economic_indicators.consumer_confidence', 'economic_indicators.gdp']"
"What company has the ticker symbol KO and like, what's their operating income?","['stock_data.ticker_symbol', 'stock_data.operating_income']"
What's the damn shareholders' equity for Merck?.,['stock_data.shareholders_equity']
How does the news cover Costco in comparison to other companies?,['news_data_source']
"Yesterday which sector performed better in the S&P 500, information technology or industrials?.","['market_data.IT', 'market_data.Industrials']"
What was the cost of goods sold for Tesla last quarter?.,['stock_data.cogs']
How many days does McDonald's keep their inventory?,['stock_data.inventories_days_held']
Could you tell me more about this BAC company?.,['stock_data.company_name']
Can you tell me about General Electric? I am curious to know how many employees they have and what their cost of goods sold was last year..,"['stock_data.cogs', 'stock_data.employees']"
Can you tell me what the forward 12-month EPS is for Chevron?.,['stock_data.eps_forward_12_month']
"Could you provide me with information about the merger between Company A and Company B? Specifically, I am interested in any news articles that have been published about it..",['news_data_source']
Are there any rumors or insider information about upcoming mergers and acquisitions?,['external_data_source']
Which company has a higher amount of long term debt compared to the number of days it holds inventory?.,"['stock_data.inventories_days_held', 'stock_data.long_term_debt']"
Can you help me identify the sector index that represents the consumer discretionary sector?.,"['market_data.Consumer_Disc', 'market_data.Utilities']"
Can you tell me Chevron's EPS for the last 12 months and their total current assets?.,"['stock_data.eps_trailing_12_month', 'stock_data.assets_short_term']"
"Oh God, I am not sure. I mean, I don't know. I am not familiar with Cisco's financials.",['stock_data.liabilities_total']
Is Chevron's earnings per share for the past 12 months higher or lower than their price-earnings ratio?,"['stock_data.ratio_pe', 'stock_data.eps_trailing_12_month']"
Can you help me find the trailing twelve month EPS for Walt Disney?.,['stock_data.eps_trailing_12_month']
Can you tell me what Salesforce's market value is compared to their current assets?,"['stock_data.assets_short_term', 'stock_data.market_capitalization']"
Do you know what the Federal Reserve's index says about the current level of industrial production in the United States?,"['market_data.Financials', 'economic_indicators.industrial_production']"
"What's the percentage of like, the net sales of Intel that comes from the cost of goods sold?","['stock_data.cogs', 'stock_data.sales_or_revenues']"
"Which news source talks more about Coca-Cola, is it Reuters or BBC?.",['news_data_source']
Is Home Depot making money from any investments that have nothing to do with their regular business operations?.,['stock_data.interest_income_not_banks']
Could you tell me how much long-term debt Home Depot has?,['stock_data.long_term_debt']
"Do you know when was the last ex-dividend date for Berkshire Hathaway? And also, do you have any idea what their EBITDA is?.","['stock_data.date_ex_dividend', 'stock_data.ebitda']"
Could you tell me the market capitalization of Cisco? And could you provide the amount in millions of units of local currency?,['stock_data.market_capitalization']
"How much is Visa's overall worth, taking into account their debt and other financial aspects?",['stock_data.enterprise_value']
How much are Cisco's liabilities compared to their earnings per share for the past 12 months?,"['stock_data.liabilities_total', 'stock_data.eps_trailing_12_month']"
Can we trust the leading economic index when it comes to predicting future economic activity?.,['economic_indicators.conf_board_leading_indicators']
How many employees does Microsoft have and what's the latest stock price?.,"['stock_data.price_close', 'stock_data.employees']"
How many days after the ex-dividend date Chevron pays out its long term debt?.,"['stock_data.date_ex_dividend', 'stock_data.long_term_debt']"
Do you have any information about the value of the telecommunications sector?,['market_data.Communications_services']
Can you tell me how many common shares are outstanding and also what is the total amount of current liabilities for Nike?.,"['stock_data.liabilities_short_term', 'stock_data.common_shares_outstanding']"
What is the performance of the S&P Health Care Sector?.,['market_data.Health_Care']
How many news articles about Apple were published last week?.,['news_data_source']
"What's the percentage of trailing twelve month EPS for AMD's SG&A, you know?.","['stock_data.eps_trailing_12_month', 'stock_data.operating_expense_sg&a']"
"Is Apple's market value higher or lower than Costco's market value, you know?.",['stock_data.market_capitalization']
How does the total return index for Pfizer compare to its 12-month trailing EPS?.,"['stock_data.eps_trailing_12_month', 'stock_data.total_return']"
Can you tell me about the unemployment rate in the real estate industry compared to the overall rate?,"['economic_indicators.unemployment_rate', 'market_data.Real_Estate']"
What's the deal with Proctor and Gamble's EBITDA versus its lowest price during the day?,"['stock_data.ebitda', 'stock_data.price_intraday_low']"
Do you know how much debt Philip Morris has?.,['stock_data.liabilities_total']
What industry does Bank of America operate in?.,['stock_data.general_industry_classification']
How does that fancy ISM Purchasing Managers Index thingy for the manufacturing sector affect the Consumer Staples Sector Index?.,"['economic_indicators.ism_mfg', 'market_data.Consumer_Staples']"
Could you tell me the earnings per share for AMD for the past 12 months? And also the cost of goods sold? I would like to know the ratio between the two..,"['stock_data.cogs', 'stock_data.eps_trailing_12_month']"
Could you tell me about Chevron's net sales and operating expenses?.,"['stock_data.sales_or_revenues', 'stock_data.operating_expense']"
How did the sectors of Utilities and Energy do yesterday?.,"['market_data.Utilities', 'market_data.Energy']"
Can you tell me how much of Apple's current price is used for operating expenses?,"['stock_data.price_close', 'stock_data.operating_expense']"
What was the last article written about Walt Disney?.,['news_data_source']
When will Bank of America have their next ex-dividend date?.,['stock_data.date_ex_dividend']
What's the name of the company that Johnson & Johnson uses?.,['stock_data.company_name']
How has the performance of the S&P 500 Real Estate Sector been compared to the S&P 500 Information Technology Sector in the last 5 years?.,"['market_data.Real_Estate', 'market_data.IT']"
Is there a relationship between the S&P General Industry Classification Information Technology Sector Index and the Consumer Confidence Index?.,"['market_data.IT', 'economic_indicators.consumer_confidence']"
What is the amount of money that Nike owes in total?.,['stock_data.liabilities_total']
What the hell is the S&P 500's P/E ratio?.,['market_data.S&P500']
Can you tell me how Tesla's EPS and R&D are related?,"['stock_data.eps_forward_12_month', 'stock_data.research_and_development']"
Does Netflix's net interest income affect how much they spend on goods?.,"['stock_data.interest_income', 'stock_data.cogs']"
Could you tell me the dividend yield for Pfizer compared to its net sales?.,"['stock_data.sales_or_revenues', 'stock_data.dividend_yield']"
Could you tell me the difference between Comcast's total interest income and total interest expense?.,['stock_data.interest_income']
Does Nvidia include their cost of goods sold in their financial statements?.,['stock_data.cogs']
Could you help me find out the current stock price and total current liabilities for Exxon Mobil?.,"['stock_data.liabilities_short_term', 'stock_data.price_close']"
Could you help me understand the difference between Philip Morris' EBITDA and the lowest stock price of today?.,"['stock_data.price_intraday_low', 'stock_data.ebitda']"
Could you provide me with some recent news articles concerning the oil industry?.,['news_data_source']
Can you tell me about the company with the ticker symbol KO? And do you happen to know what its operating income is?.,"['stock_data.ticker_symbol', 'stock_data.operating_income']"
Did the Consumer Staples sector did better than the S&P 500 yesterday?,"['market_data.Consumer_Staples', 'economic_indicators.cpi']"
Can you tell me the book value per share for Coca-Cola and how it's connected to their cost of goods sold?,"['stock_data.cogs', 'stock_data.bps_book_value_per_share']"
Can you tell me about T-Mobile US's financial performance compared to its market value?.,"['stock_data.operating_income', 'stock_data.market_capitalization']"
Can you tell me about Johnson & Johnson's revenue in the past year?.,['stock_data.sales_or_revenues']
Any articles about tariffs and how they're affecting the car industry recently?.,['news_data_source']
How many shares are there for Walmart and what is its value?.,"['stock_data.common_shares_outstanding', 'stock_data.enterprise_value']"
How does the 10-year US Treasury Government Bond affect the Real Estate industry?.,"['market_data.Real_Estate', 'economic_indicators.10Y_ust_yield']"
What's the damn unemployment rate in the US?.,"['economic_indicators.unemployment_rate', 'market_data.IT']"
"You know which sector had a better day today, Energy or Industrials?.","['market_data.Energy', 'market_data.Industrials']"
What is the ticker for Philip Morris and how much do they make in earnings per share over the next 12 months?,"['stock_data.ticker_symbol', 'stock_data.eps_forward_12_month']"
What is the current information about Pfizer?.,['news_data_source']
Do you have any updates on AMD news mate?.,['news_data_source']
What are Walmart's total assets?.,['stock_data.assets_total']
"In the year 2020, which company was more frequently mentioned in the news, Apple or Tesla?.",['news_data_source']
Can you tell me the total liabilities of Walt Disney?.,['stock_data.liabilities_total']
Can you tell me about T-Mobile US's share value growth in 2022? Was it a positive experience?.,['stock_data.total_return']
What's going on with Apple?.,['news_data_source']
"Which one, manufacturing or non-manufacturing, had like a bigger increase in their ISM index in January to February?.","['economic_indicators.ism_non_mfg', 'economic_indicators.ism_mfg']"
Can you tell me the damn EPS for McDonald's in the next 12 months?.,['stock_data.eps_forward_12_month']
What the hell is the difference between the S&P 500 Health Care Sector Index and the S&P 500 Consumer Discretionary Sector Index?.,"['market_data.Consumer_Disc', 'market_data.Health_Care']"
What is the latest news item in the data warehouse? What are the keywords related to it?.,['news_data_source']
What even are the S&P 500 Consumer Discretionary Sector Index and the S&P 500 Health Care Sector Index?,"['market_data.Consumer_Disc', 'market_data.Health_Care']"
I wonder if there have been any recent news articles mentioning Boeing?.,['news_data_source']
Can you tell me the latest news on JPMorgan?.,['news_data_source']
I am curious about Berkshire Hathaway's market capitalization compared to other companies in the same industry. Do you have any information on that?.,['stock_data.market_capitalization']
What is the market value of Intuit compared to its total assets?.,"['stock_data.assets_total', 'stock_data.market_capitalization']"
"Can you tell me the legal name of Oracle and how much non-operating interest income the company has, buddy?.","['stock_data.interest_income_not_banks', 'stock_data.company_name']"
What is the most recent CPI measurement?.,['economic_indicators.cpi']
What are Philip Morris's ticker and total assets?,"['stock_data.ticker_symbol', 'stock_data.assets_total']"
Can you tell me the number of employees at Chevron as of the most recent dividend payment date?.,"['stock_data.date_ex_dividend', 'stock_data.employees']"
Can you tell me how many shares of AMD are currently available?,['stock_data.common_shares_outstanding']
Have you heard anything on social media about a company's recent product launch?.,['external_data_source']
Could you please tell me how Johnson & Johnson's total return index has performed over the specified period?.,['stock_data.total_return']
Can you tell me the ratio of employees to trailing earnings for Berkshire Hathaway?,"['stock_data.employees', 'stock_data.eps_trailing_12_month']"
What are T-Mobile US's current assets and how much are they worth?.,['stock_data.assets_short_term']
Did Communication Services or Information Technology performe better yesterday?,"['market_data.Communications_services', 'market_data.IT']"
"Can you tell me how much time it takes for Adobe to sell its inventory on average? And, just curious, what is the total amount of their current liabilities?.","['stock_data.inventories_days_held', 'stock_data.liabilities_short_term']"
I'm curious to know about the difference between the GDP price index and the Consumer Price Index (CPI) in the United States. Can you tell me more about it?,"['economic_indicators.personal_consumption_expenditure', 'economic_indicators.cpi']"
Can you please give me some recent news articles about that specific company?,['news_data_source']
Can you explain the difference between the total interest income and total interest expense for Comcast?,['stock_data.interest_income']
What's the latest news about Chevron?,['news_data_source']
Any recent news articles on how Brexit is affecting the UK economy?,['news_data_source']
Does Costco's total return index exceed its total assets?.,"['stock_data.assets_total', 'stock_data.total_return']"
"Who do you think did better yesterday, information technology or materials in the S&P sector?","['market_data.IT', 'market_data.Materials']"
What the hell does the ISM non-manufacturing survey index have to do with the federal funds rate? .,"['economic_indicators.fed_funds_rate', 'economic_indicators.ism_non_mfg']"
"What is the income from non-operating interest investments of Cisco, and also, what is their total value of current assets?.","['stock_data.assets_short_term', 'stock_data.interest_income_not_banks']"
How much of Apple's current price is used for operating expenses?,"['stock_data.price_close', 'stock_data.operating_expense']"
How does the ISM manufacturing index stack up against the performance of the consumer discretionary sector?.,"['economic_indicators.ism_mfg', 'market_data.Consumer_Disc']"
Which one do you think is a better predictor of future economic activity? The ISM Purchasing Managers Index or the Conference Board Leading Economic Indicators Index? .,"['economic_indicators.ism_mfg', 'economic_indicators.conf_board_leading_indicators']"
Can someone just tell me if there are any recent news articles about  these damn tariffs and how they are affecting the automotive industry?,['news_data_source']
Can you tell me about the performance of the Industrials sector in relation to changes in the USA 10-year Government Benchmark bond yield?,"['market_data.Industrials', 'economic_indicators.10Y_ust_yield']"
Could you help me understand the difference between Philip Morris' EBITDA and its lowest stock price today?.,"['stock_data.price_intraday_low', 'stock_data.ebitda']"
What is the total shareholder's equity for Walmart?,['stock_data.shareholders_equity']
"Can anyone tell me what AMD's EPS is projected to be for the next 12 months, and also what their non-operating interest income is?.","['stock_data.interest_income_not_banks', 'stock_data.eps_forward_12_month']"
Can you tell me about any recent news or rumors about upcoming Apple products?.,['external_data_source']
"Which sector had a better performance last year, financials or energy?.","['market_data.Financials', 'market_data.Energy']"
How much money does Berkshire Hathaway owe compared to the total value of the company?.,"['stock_data.enterprise_value', 'stock_data.liabilities_short_term']"
"In 2020, which sector had a stronger performance, Materials or Consumer Staples?.","['market_data.Materials', 'market_data.Consumer_Staples']"
Do you happen to know how much Nike spends on operating expenses annually?.,['stock_data.operating_expense']
Can you tell me what EBITDA stands for and how it affects a company like Costco?.,['stock_data.ebitda']
Could you tell me the daily trading volume for S&P Energy?.,['market_data.Energy']
How has Mcdonalds's total return index been doing in the past 5 years?,['stock_data.total_return']
Could you tell me about the Consumer Price Index (CPI)? What factors are taken into account when calculating it?,['economic_indicators.cpi']
Does Merck have a higher dividend yield or net interest income?.,"['stock_data.dividend_yield', 'stock_data.interest_income']"
"Which sector index had a damn higher value, the S&P General Industry Classification Health Care Sector Index or the S&P General Industry Classification Financials Sector Index?.","['market_data.Health_Care', 'market_data.Financials']"
"Could you tell me about Home Depot's financial standing? Specifically, what are their current liabilities as of the most recent ex-dividend date?.","['stock_data.date_ex_dividend', 'stock_data.liabilities_short_term']"
Have you heard any juicy rumors or speculations about a possible market crash or economic downturn?.,['external_data_source']
Can you tell me the dividend yield of Intuit as a percentage of its total assets?,"['stock_data.assets_total', 'stock_data.dividend_yield']"
"Can you tell me about Merck's financial performance? Specifically, how does their EBITDA compare to their net income?",['stock_data.ebitda']
How the hell does Cisco come up with their EBITDA figure? What the heck is their calculation method?.,['stock_data.ebitda']
